序号,完整音频,单句音频,句子文本,开始时间,结束时间
425,mjlc1-10.mp3,../mjlc/6-520.mp3,听到声音，哭声停止了，顾好好慢慢抬起头。,2383.47,2388.03
426,mjlc1-10.mp3,../mjlc/6-530.mp3,一看到夜色下显得格外仙气的英俊脸庞，如芝兰玉树一般，让她心神一动，“哥哥。”,2389.19,2398.73
427,mjlc1-10.mp3,../mjlc/6-540.mp3,她现在年纪还小，说话本来就有点小奶音，因为刚才哭过又带着点哽咽，听起来格外软糯可怜。,2400.06,2409.86
428,mjlc1-10.mp3,../mjlc/6-550.mp3,不同于那些保镖，顾淮安的神情很温和。,2411.41,2415.25
429,mjlc1-10.mp3,../mjlc/6-560.mp3,来到跟前，他微微低头，,2416.37,2418.44
430,mjlc1-10.mp3,../mjlc/6-580.mp3,男人的声音低沉，语气也很温柔，再加上眉眼如画，简直苏的要命。,2420.05,2427.3
431,mjlc1-10.mp3,../mjlc/6-590.mp3,果然美男还是得近看！,2428.32,2430.84
432,mjlc1-10.mp3,../mjlc/6-600.mp3,他从上往下的俯视着她，皮肤极白，骨相很正，五官线条无一不精致，尤其还有一双她最喜欢的瑞凤眼！,2432.6,2444.2
433,mjlc1-10.mp3,../mjlc/6-610.mp3,眼型狭长，眼尾优雅的微微上翘，双眼皮的弧度也完美的刚刚好！,2445.24,2452.45
434,mjlc1-10.mp3,../mjlc/6-620.mp3,眼有灼光，如夭夭桃花，流而不动。,2453.35,2457.01
435,mjlc1-10.mp3,../mjlc/6-630.mp3,顾好好拼命按捺住内心的悸动，摇摇小脑袋。,2458.62,2462.52
436,mjlc1-10.mp3,../mjlc/6-640.mp3,眼睛通红，瘪着小唇，就像只委屈的小兔子。,2463.16,2467.12
437,mjlc1-10.mp3,../mjlc/6-650.mp3,见她不说话，摇光忍不住开口，,2468.49,2471.16
438,mjlc1-10.mp3,../mjlc/6-670.mp3,顾好好眨巴眨巴眼睛，瓷声反驳，“我要找的是喵喵，它不见了。”,2496.82,2504.04
439,mjlc1-10.mp3,../mjlc/6-680.mp3,摇光一愣，,2504.93,2505.71
440,mjlc1-10.mp3,../mjlc/6-700.mp3,顾好好解释，“我养的喵喵，它叫安安，刚才突然跑掉了，我找不到它了……”,2507.14,2516.01
441,mjlc1-10.mp3,../mjlc/6-720.mp3,摇光直接骂出声。,2517.62,2519.18
442,mjlc1-10.mp3,../mjlc/6-730.mp3,居然是踏马猫的名字？,2520.16,2522.35
443,mjlc1-10.mp3,../mjlc/6-740.mp3,为什么把猫取名“安安”？,2523.13,2525.05
444,mjlc1-10.mp3,../mjlc/6-750.mp3,绝逼是故意的！,2525.47,2526.67
445,mjlc1-10.mp3,../mjlc/6-760.mp3,他立刻看向七爷。,2528.0,2529.5
446,mjlc1-10.mp3,../mjlc/6-770.mp3,自从回到南城，想尽各种办法接近七爷的女人如过江之鲤，没想到这次居然用宠物做借口？,2530.99,2540.08
447,mjlc1-10.mp3,../mjlc/6-780.mp3,还好七爷心里跟明镜一样，从不会被这种拙劣手段迷惑！,2541.34,2546.29
448,mjlc1-10.mp3,../mjlc/6-790.mp3,没想到，男人不但没有怀疑，甚至还吩咐他，,2547.39,2551.2
449,mjlc1-10.mp3,../mjlc/6-820.mp3,摇光指着自己的鼻子，以为听错了。,2552.49,2555.28
450,mjlc1-10.mp3,../mjlc/6-830.mp3,顾淮安已经转身，,2556.11,2557.67
451,mjlc1-10.mp3,../mjlc/6-860.mp3,黑曜答应，,2559.02,2559.86
452,mjlc1-10.mp3,../mjlc/6-880.mp3,顾好好恋恋不舍的把目光从男人挺拔好看的背影收回，“真的可以找到喵喵吗？”,2561.28,2570.09
453,mjlc1-10.mp3,../mjlc/6-890.mp3,黑曜看向摇光。,2571.09,2572.56
454,mjlc1-10.mp3,../mjlc/6-900.mp3,后者无奈的翻白眼，,2573.22,2574.96
455,mjlc1-10.mp3,../mjlc/6-920.mp3,顾好好这才破涕为笑，“谢谢叔叔，你真是个好人。”,2576.34,2582.15
456,mjlc1-10.mp3,../mjlc/6-930.mp3,摇光再度无语。,2583.3,2584.62
457,mjlc1-10.mp3,../mjlc/6-940.mp3,这丫头刚才喊七爷“哥哥”，怎么喊他就是叔叔了？,2585.7,2589.87
458,mjlc1-10.mp3,../mjlc/6-950.mp3,明明他比七爷小三岁呢！,2590.6,2593.33
459,mjlc1-10.mp3,../mjlc/6-960.mp3,顾好好就这样被送回房间。,2595.58,2597.86
460,mjlc1-10.mp3,../mjlc/6-970.mp3,等黑曜离开后，房门一关，她立刻双手握拳，心中疯狂土拨鼠叫：啊啊啊啊啊七爷真的好温柔！,2598.82,2608.82
461,mjlc1-10.mp3,../mjlc/6-980.mp3,请问这样温柔的哥哥谁不爱呢？,2609.21,2612.81
462,mjlc1-10.mp3,../mjlc/6-990.mp3,黑猫被她放在一楼走廊，所以五分钟后，摇光就把它抓回来了。,2614.1,2620.11
463,mjlc1-10.mp3,../mjlc/6-1000.mp3,再次获赠一句“谢谢叔叔”，他脸色铁青的离开了。,2621.24,2625.98
464,mjlc1-10.mp3,../mjlc/6-1010.mp3,顾好好首战告捷，心情非常愉悦。,2627.57,2630.54
465,mjlc1-10.mp3,../mjlc/6-1020.mp3,晚上10点，她准时上床睡觉。,2631.7,2634.28
466,mjlc1-10.mp3,../mjlc/6-1030.mp3,这具身体现在十四岁，因为长期的营养不良，太矮，太瘦，就像个八九岁的小孩子……,2635.64,2644.32
467,mjlc1-10.mp3,../mjlc/6-1040.mp3,所以必须好好吃饭，好好睡觉，长高个！健康发育！,2644.98,2650.62
468,mjlc1-10.mp3,../mjlc/6-1050.mp3,第二天，起床后她继续画设计稿。,2652.08,2655.38
469,mjlc1-10.mp3,../mjlc/6-1060.mp3,除了佣人按时敲门送饭，西院很安静，倒方便静心做事。,2656.39,2661.76
470,mjlc1-10.mp3,../mjlc/6-1070.mp3,直到下午，看了看时间，顾好好约莫顾羡余要来找了，决定先行一步，出门办事。,2663.05,2670.91
471,mjlc1-10.mp3,../mjlc/6-1080.mp3,走廊尽头，那些保镖不在。,2672.36,2674.52
472,mjlc1-10.mp3,../mjlc/6-1090.mp3,七爷今天也出门了吗？,2675.64,2677.92
473,mjlc1-10.mp3,../mjlc/6-1100.mp3,顾琳琳刚坐车回来，就看到一个小身影从西院出来，然后朝大门走去。,2679.91,2685.85
474,mjlc1-10.mp3,../mjlc/6-1110.mp3,这小贱人想干嘛？,2687.42,2689.4
475,mjlc1-10.mp3,../mjlc/6-1120.mp3,她是农村人，在南城没任何亲戚或朋友，这时偷摸一个人出门，难道要做什么坏事？,2690.66,2698.85
476,mjlc1-10.mp3,../mjlc/6-1130.mp3,顾琳琳立刻跟了上去。,2700.0,2701.71
477,mjlc1-10.mp3,../mjlc/6-1140.mp3,顾家老宅坐落于闹市区，但从大门出去，还要经过一条长巷。,2703.73,2709.59
478,mjlc1-10.mp3,../mjlc/6-1150.mp3,八月末，又是午后，太阳火辣，闷热无比。,2711.07,2715.63
479,mjlc1-10.mp3,../mjlc/6-1160.mp3,顾琳琳一边跟踪，一边要防止不被发现，狼狈的出了一身汗。,2716.9,2722.48
480,mjlc1-10.mp3,../mjlc/6-1170.mp3,但想着可以抓到这丫头的把柄，说不定能把她撵出顾家……她忍辱负重，硬生生坚持着。,2723.61,2732.66
481,mjlc1-10.mp3,../mjlc/6-1180.mp3,终于进入商场，可以吹冷气了，谁知顾好好慢慢吞吞，一个接一个柜台看得特别仔细。,2734.36,2743.08
482,mjlc1-10.mp3,../mjlc/6-1190.mp3,顾琳琳：“……”,2744.44,2745.43
483,mjlc1-10.mp3,../mjlc/6-1200.mp3,果然是乡巴佬！,2746.44,2747.94
484,mjlc1-10.mp3,../mjlc/6-1210.mp3,第一次看到这么漂亮豪华的商场吧？,2748.57,2751.36
485,mjlc1-10.mp3,../mjlc/6-1220.mp3,至于顾好好。,2752.97,2754.17
486,mjlc1-10.mp3,../mjlc/6-1230.mp3,她本来只想逗逗这个小碧池，没想到还挺执着？,2754.93,2759.46
487,mjlc1-10.mp3,../mjlc/7-10.mp3,第七集五元一把十元三把你配吗,-0.001,-0.001
488,mjlc1-10.mp3,../mjlc/7-20.mp3,顾好好突然转身。,2760.42,2761.95
489,mjlc1-10.mp3,../mjlc/7-30.mp3,顾琳琳吓了一跳，忙躲到柱子后面。,2762.4,2765.07
490,mjlc1-10.mp3,../mjlc/7-40.mp3,见她直直的走向电梯，往楼下去，又赶紧地跟了上去。,2766.23,2770.82
491,mjlc1-10.mp3,../mjlc/7-50.mp3,半个小时后，顾琳琳突然后悔了。,2772.07,2774.65
492,mjlc1-10.mp3,../mjlc/7-60.mp3,她跟一个小丫头较什么劲？,2775.8,2777.93
493,mjlc1-10.mp3,../mjlc/7-70.mp3,大热天的，躺家里吹空调追剧她不香吗？,2778.83,2782.7
494,mjlc1-10.mp3,../mjlc/7-80.mp3,又拐了一个弯后，来到一条街道上……,2784.06,2786.97
495,mjlc1-10.mp3,../mjlc/7-90.mp3,顾琳琳停下脚步。,2787.89,2789.42
496,mjlc1-10.mp3,../mjlc/7-100.mp3,这里是南城有名的酒吧一条街。,2790.71,2793.35
497,mjlc1-10.mp3,../mjlc/7-110.mp3,说句不好听的，就是三教九流聚集地！鱼龙混杂，什么人都有！,2794.15,2800.21
498,mjlc1-10.mp3,../mjlc/7-120.mp3,她今年刚满18岁，还从来没有来过这种地方，为什么顾好好才十四岁就敢进去？,2801.34,2809.27
499,mjlc1-10.mp3,../mjlc/7-130.mp3,一晃神的功夫，突然发现那丫头的身影不见了。,2810.53,2814.43
500,mjlc1-10.mp3,../mjlc/7-140.mp3,顾琳琳忙循着酒吧一家接一家的找，直到身后被人撞了一下。,2815.53,2820.96
501,mjlc1-10.mp3,../mjlc/7-150.mp3,回头就看到两个陌生的男人。,2821.82,2824.58
502,mjlc1-10.mp3,../mjlc/7-160.mp3,染着黄毛，打着赤膊，胳膊上有刺青图案，眼神还色眯眯的，一看就不怀好意。,2825.46,2833.29
503,mjlc1-10.mp3,../mjlc/7-170.mp3,顾琳琳心里发慌，也顾不上找人了，转身就想要走。,2834.92,2839.45
504,mjlc1-10.mp3,../mjlc/7-180.mp3,谁知手臂被男人拉住，,2840.23,2842.6
505,mjlc1-10.mp3,../mjlc/7-210.mp3,顾琳琳说，,2844.04,2844.91
506,mjlc1-10.mp3,../mjlc/7-240.mp3,男人使劲一拽，就将她抱在怀里。,2846.37,2849.19
507,mjlc1-10.mp3,../mjlc/7-250.mp3,另一个男人也伸出咸猪手，,2849.91,2852.31
508,mjlc1-10.mp3,../mjlc/7-270.mp3,温室里的乖乖女何曾碰过这种事情？,2853.67,2856.76
509,mjlc1-10.mp3,../mjlc/7-280.mp3,顾琳琳又急又怕，忙喊救命。,2857.69,2860.36
510,mjlc1-10.mp3,../mjlc/7-290.mp3,可路人毫无反应。,2860.96,2862.55
511,mjlc1-10.mp3,../mjlc/7-300.mp3,这年头，没人愿意惹祸上身，再说这种地方，说不定只是小情侣之间闹矛盾。,2863.93,2871.74
512,mjlc1-10.mp3,../mjlc/7-310.mp3,顾琳琳拼命的挣扎，但根本不是男人的对手，她满脸惊恐，快被吓哭了……,2873.47,2880.21
513,mjlc1-10.mp3,../mjlc/7-320.mp3,与此同时，酒吧二楼的窗边位置。,2881.92,2884.83
514,mjlc1-10.mp3,../mjlc/7-340.mp3,摇光问，,2886.02,2886.68
515,mjlc1-10.mp3,../mjlc/7-360.mp3,顾琳琳毕竟才十八岁，还是七爷的侄女。,2888.04,2891.34
516,mjlc1-10.mp3,../mjlc/7-370.mp3,男人修长修白的手指摩挲着酒樽，那张脸俊美深刻，却没有半点的温度，薄唇更是冷漠无情，,2892.81,2902.76
517,mjlc1-10.mp3,../mjlc/7-390.mp3,楼下，那个在角落里躲了半天的小身影突然跑了出来……,2904.45,2909.25
518,mjlc1-10.mp3,../mjlc/7-400.mp3,“放开我姐姐！”,2910.35,2911.58
519,mjlc1-10.mp3,../mjlc/7-410.mp3,当听到这稚气的童声，原本濒临绝望的顾琳琳像是看到了救命稻草，,2912.91,2919.03
520,mjlc1-10.mp3,../mjlc/7-430.mp3,顾好好有着一头长及腰部的黑发，因为天气太热，刚才出门时，她特意将头发扎成了两个小揪揪。,2920.75,2929.94
521,mjlc1-10.mp3,../mjlc/7-440.mp3,此时背着小书包，个头又矮，一眼看去可爱十足，就像是八九岁的小学生。,2930.6,2938.64
522,mjlc1-10.mp3,../mjlc/7-460.mp3,男人骂，,2940.05,2940.8
523,mjlc1-10.mp3,../mjlc/7-480.mp3,“你们这些坏人想带我姐姐去哪？,2942.11,2945.17
524,mjlc1-10.mp3,../mjlc/7-490.mp3,”顾好好小手叉腰，瞪着他们奶凶奶凶的喊，“告诉你们，我已经打110报警了，警察叔叔马上就来抓你们！”,2946.22,2956.95
525,mjlc1-10.mp3,../mjlc/7-500.mp3,两个男人：,2958.38,2959.16
526,mjlc1-10.mp3,../mjlc/7-520.mp3,顾好好：“？？？”,2960.6,2961.65
527,mjlc1-10.mp3,../mjlc/7-530.mp3,终于笑完，男人凶神恶煞的吼道，,2962.95,2965.83
528,mjlc1-10.mp3,../mjlc/7-560.mp3,“她才不是你女朋友！”顾好好生气的喊，“姐姐貌美如花，你们呢，又矮又丑，以为在配钥匙吗？,2967.16,2977.73
529,mjlc1-10.mp3,../mjlc/7-570.mp3,五元一把，十元三把，你配吗？”,2978.15,2980.79
530,mjlc1-10.mp3,../mjlc/7-580.mp3,路人“噗”地一声，忍不住笑。,2981.99,2984.12
531,mjlc1-10.mp3,../mjlc/7-590.mp3,男人脸色难看，恶狠狠就冲了过去，,2985.05,2987.93
532,mjlc1-10.mp3,../mjlc/7-610.mp3,顾好好不为所动：“光天化日还敢打人？你打我试试？”,2989.22,2994.98
533,mjlc1-10.mp3,../mjlc/7-620.mp3,顾琳琳：“……”,2996.08,2996.98
534,mjlc1-10.mp3,../mjlc/7-630.mp3,这孩子是不是傻啊？,2997.73,2999.5
535,mjlc1-10.mp3,../mjlc/7-640.mp3,这些人可是地痞流氓，真的会打人的那种！你居然还激他们？,3000.35,3005.69
536,mjlc1-10.mp3,../mjlc/7-650.mp3,千钧一发之际，突然后面响起一个声音,3007.7,3010.85
537,mjlc1-10.mp3,../mjlc/7-670.mp3,听到这话，两个男人脸色骤变，转身就走。,3012.31,3015.97
538,mjlc1-10.mp3,../mjlc/7-680.mp3,顾好好还在叫嚣：“不是要打我吗？怎么跑了呀……”,3017.06,3022.32
539,mjlc1-10.mp3,../mjlc/7-700.mp3,一个老太太忙拉住她，,3024.03,3025.83
540,mjlc1-10.mp3,../mjlc/7-720.mp3,旁边的老头附和，,3027.15,3028.65
541,mjlc1-10.mp3,../mjlc/7-740.mp3,顾好好似懂非懂的点头，“谢谢爷爷奶奶。”,3029.83,3034.6
542,mjlc1-10.mp3,../mjlc/7-770.mp3,顾琳琳简直无语。,3036.06,3037.65
543,mjlc1-10.mp3,../mjlc/7-780.mp3,刚才我嗓子都喊哑了也没见你们帮忙，现在倒好，坏人走了，你们出来装好人了？世风日下！,3038.74,3048.87
544,mjlc1-10.mp3,../mjlc/7-790.mp3,傻丫头也是，居然还谢他们？,3049.9,3052.6
545,mjlc1-10.mp3,../mjlc/7-800.mp3,“琳琳姐姐，你没事吧？”顾好好跑到跟前，掏出一包湿纸巾，热情的献上，“快擦擦手吧。”,3054.35,3063.72
546,mjlc1-10.mp3,../mjlc/7-810.mp3,顾琳琳接过湿纸巾，一碰到红肿的手臂，不知是害怕，还是太疼了，眼泪瞬间掉了下来。,3065.06,3074.33
547,mjlc1-10.mp3,../mjlc/7-820.mp3,“琳琳姐姐你别哭呀。”顾好好细声细气的安抚她，“坏人都被我赶走了，你不要怕……”,3075.9,3086.32
548,mjlc1-10.mp3,../mjlc/7-840.mp3,顾琳琳哭出声，,3087.92,3089.18
549,mjlc1-10.mp3,../mjlc/7-860.mp3,顾好好眨巴眨巴眼睛，认真解释，“昨天琳琳姐姐和夫人送了我很多礼物，我觉得要有来有回，所以想今天买点礼物回赠给你们。,3090.32,3104.41
550,mjlc1-10.mp3,../mjlc/7-870.mp3,但是这里的东西都好贵哦，而且我好像迷路了……还好现在遇到了琳琳姐姐！”,3105.2,3114.42
551,mjlc1-10.mp3,../mjlc/7-880.mp3,顾琳琳：“……”,3115.81,3116.8
552,mjlc1-10.mp3,../mjlc/7-890.mp3,所以她是来给她们买礼物的？,3117.65,3120.83
553,mjlc1-10.mp3,../mjlc/7-900.mp3,怪不得刚才在商场里走的那么慢，看的那么仔细……,3122.2,3126.7
554,mjlc1-10.mp3,../mjlc/7-910.mp3,顾琳琳心里一时五味杂陈。,3127.86,3130.56
555,mjlc1-10.mp3,../mjlc/7-920.mp3,至于楼上。,3155.84,3159.75
556,mjlc1-10.mp3,../mjlc/7-940.mp3,顾琳琳明明都自爆了，她是因为跟踪顾好好才会发生的意外。,3161.26,3166.87
557,mjlc1-10.mp3,../mjlc/7-950.mp3,可顾好好非但没听出来，还要给她买礼物？！,3167.91,3171.72
558,mjlc1-10.mp3,../mjlc/7-960.mp3,这就是传说中的被卖了还帮忙数钱吗？,3172.68,3176.31
559,mjlc1-10.mp3,../mjlc/7-970.mp3,男人脸上依然是极致的冷漠，,3177.84,3180.78
560,mjlc1-10.mp3,../mjlc/7-990.mp3,摇光：“？？？”,3182.46,3183.36
561,mjlc1-10.mp3,../mjlc/7-1000.mp3,顾好好本想教训下顾琳琳，但看她害怕又懦弱的样子，就知道她只是温室长大的乖乖女，没接触过什么社会险恶。,3184.91,3195.61
562,mjlc1-10.mp3,../mjlc/7-1010.mp3,而且她什么情绪都摆在脸上，这种人，其实也坏不到哪儿去，还有救。,3196.42,3203.3
563,mjlc1-10.mp3,../mjlc/7-1020.mp3,所以不如试试化敌为友。,3203.98,3206.83
564,mjlc1-10.mp3,../mjlc/7-1030.mp3,她刚到顾家，身份特殊，多个朋友，远比多一个敌人要好。,3208.18,3213.92
565,mjlc1-10.mp3,../mjlc/7-1040.mp3,“琳琳姐姐，你等我一下。”顾好好突然转身。,3215.72,3220.03
566,mjlc1-10.mp3,../mjlc/7-1050.mp3,顾琳琳也没在意，她看着手臂上的红痕，再想到刚才的可怕经历，眼泪又开始吧嗒吧嗒的往下掉……,3221.44,3230.68
567,mjlc1-10.mp3,../mjlc/7-1060.mp3,直到一个粉色冰淇淋出现在眼前。,3231.91,3235.09
568,mjlc1-10.mp3,../mjlc/7-1070.mp3,“琳琳姐姐，请你吃冰淇淋！”顾好好高高的举着冰淇淋，搭配头上那两个小揪揪，神情傻乎乎的。,3237.02,3246.41
569,mjlc1-10.mp3,../mjlc/7-1080.mp3,顾琳琳把脸转开，,3247.94,3249.5
570,mjlc1-10.mp3,../mjlc/7-1100.mp3,顾好好举着冰淇淋，哒哒哒的跟着小碎步转到她的面前，软声的劝道，“这是我最喜欢的草莓味道！很甜的！,3251.46,3263.08
571,mjlc1-10.mp3,../mjlc/7-1110.mp3,琳琳姐姐你吃嘛，吃完了就不痛了。”,3263.65,3267.34
572,mjlc1-10.mp3,../mjlc/7-1130.mp3,顾琳琳凶巴巴的，,3269.01,3270.48
573,mjlc1-10.mp3,../mjlc/7-1150.mp3,“哦。”顾好好委屈的抿抿小嘴，低头开始吃冰淇淋。,3271.96,3277.77
574,mjlc1-10.mp3,../mjlc/7-1160.mp3,顾琳琳：“……”,3279.02,3280.01
575,mjlc1-10.mp3,../mjlc/7-1170.mp3,傻子！,3280.87,3281.8
576,mjlc1-10.mp3,../mjlc/7-1180.mp3,要被人知道她为了跟踪这傻子，结果差点遇害，最后还被傻子给救了……,3283.13,3289.73
577,mjlc1-10.mp3,../mjlc/7-1200.mp3,顾好好抬头，乖巧的小脸蛋满是不解，“为什么呀？”,3291.21,3297.48
578,mjlc1-10.mp3,../mjlc/7-1220.mp3,顾好好老老实实的点头，“我知道了。”,3298.75,3302.83
579,mjlc1-10.mp3,../mjlc/7-1230.mp3,说完就继续傻气的吃冰淇淋。,3303.73,3306.64
580,mjlc1-10.mp3,../mjlc/7-1240.mp3,没多久，顾家的车来了。,3307.7,3309.74
581,mjlc1-10.mp3,../mjlc/7-1250.mp3,顾琳琳坐上车后，看着站在车门边的小丫头，,3310.98,3314.7
582,mjlc1-10.mp3,../mjlc/7-1270.mp3,顾好好乖巧的挥挥小手，“琳琳姐姐再见，我去买礼物。”,3316.75,3322.75
583,mjlc1-10.mp3,../mjlc/7-1280.mp3,顾琳琳：,3323.85,3324.51
584,mjlc1-10.mp3,../mjlc/7-1300.mp3,听到这话，顾好好脸上的笑容不见了，她垂下小脑袋，闷闷的不再说话。,3326.4,3333.31
585,mjlc1-10.mp3,../mjlc/7-1310.mp3,顾琳琳：“……”,3334.75,3335.74
586,mjlc1-10.mp3,../mjlc/7-1320.mp3,为什么突然有种很愧疚的感觉？,3336.64,3339.85
587,mjlc1-10.mp3,../mjlc/8-10.mp3,第八集哪个猛男能扛得住小萝莉卖萌,-0.001,-0.001
588,mjlc1-10.mp3,../mjlc/8-20.mp3,顾好好难过了一会，抬起小脸，“司机叔叔，你能教我从这里怎么回去吗？”,3342.01,3350.32
589,mjlc1-10.mp3,../mjlc/8-30.mp3,她声音很轻，像是怕被顾琳琳听到，再加上耷拉着的两个小揪揪，显得格外可怜，“我迷路了。”,3351.66,3362.29
590,mjlc1-10.mp3,../mjlc/8-40.mp3,哪个猛男能扛得住小萝莉卖萌？,3363.78,3366.66
591,mjlc1-10.mp3,../mjlc/8-50.mp3,果然司机于心不忍，,3367.53,3369.57
592,mjlc1-10.mp3,../mjlc/8-70.mp3,顾琳琳想起来了。,3371.48,3372.8
593,mjlc1-10.mp3,../mjlc/8-80.mp3,刚才这丫头就说迷路，不然也不会来这种地方。,3373.65,3377.61
594,mjlc1-10.mp3,../mjlc/8-90.mp3,抿抿嘴唇，她终于开口，,3379.09,3381.1
595,mjlc1-10.mp3,../mjlc/8-110.mp3,司机忙示意：,3382.67,3383.75
596,mjlc1-10.mp3,../mjlc/8-130.mp3,于是顾好好笑眯眯坐进车里，“琳琳姐姐，你对我真好！”,3385.37,3392.02
597,mjlc1-10.mp3,../mjlc/8-140.mp3,顾琳琳脸上依旧高冷，心里则想算了，就当抵消刚才她帮自己脱险了。,3393.8,3401.15
598,mjlc1-10.mp3,../mjlc/8-150.mp3,轿车缓缓开动，车厢内恢复安静，直到……,3402.87,3407.43
599,mjlc1-10.mp3,../mjlc/8-160.mp3,“肯德基耶！”,3408.49,3409.9
600,mjlc1-10.mp3,../mjlc/8-170.mp3,顾琳琳转过脸，看见顾好好整个人都趴在车窗上看着。,3411.13,3415.69
601,mjlc1-10.mp3,../mjlc/8-180.mp3,她刚要收回视线，却瞥见一块乌青。,3417.26,3420.17
602,mjlc1-10.mp3,../mjlc/8-190.mp3,顾好好今天扎着两个小揪揪，而且背对着她，皮肤又白，所以后颈上的那块淤痕特别显眼。,3421.7,3430.86
603,mjlc1-10.mp3,../mjlc/8-200.mp3,顾琳琳伸出手。,3432.3,3433.5
604,mjlc1-10.mp3,../mjlc/8-210.mp3,“琳琳姐姐？”顾好好惊讶的回过头。,3434.71,3438.81
605,mjlc1-10.mp3,../mjlc/8-220.mp3,顾琳琳没说话，看完脖子，又低头拉起她的衣袖。,3440.39,3444.8
606,mjlc1-10.mp3,../mjlc/8-230.mp3,果然手臂上也有很多的淤痕红肿。,3445.77,3449.34
607,mjlc1-10.mp3,../mjlc/8-240.mp3,顾琳琳瞬间整个人都不好了，,3450.54,3452.97
608,mjlc1-10.mp3,../mjlc/8-260.mp3,顾好好摇摇小脑袋，乖巧又懂事，“琳琳姐姐不要担心，我已经不痛了。”,3454.86,3462.77
609,mjlc1-10.mp3,../mjlc/8-270.mp3,顾琳琳：“……”,3463.95,3465.03
610,mjlc1-10.mp3,../mjlc/8-280.mp3,好坚强！,3465.79,3466.99
611,mjlc1-10.mp3,../mjlc/8-290.mp3,她自小锦衣玉食的长大，虽然顾家关系复杂，但父母都很疼她，从不曾动过手。,3468.2,3476.06
612,mjlc1-10.mp3,../mjlc/8-300.mp3,听说顾好好的妈是难产死的，她没有爸爸，从小寄人篱下，被舅舅抚养长大……,3477.5,3485.06
613,mjlc1-10.mp3,../mjlc/8-310.mp3,可为了钱卖外甥女的能是什么好人吗？,3486.17,3490.01
614,mjlc1-10.mp3,../mjlc/8-320.mp3,于是当手机响起的时候。,3491.33,3493.61
615,mjlc1-10.mp3,../mjlc/8-350.mp3,顾琳琳声音消沉，,3495.48,3496.95
616,mjlc1-10.mp3,../mjlc/8-370.mp3,电话那头。,3498.5,3499.43
617,mjlc1-10.mp3,../mjlc/8-380.mp3,沈玉薇有点纳闷。,3499.49,3500.93
618,mjlc1-10.mp3,../mjlc/8-390.mp3,女儿自小就被惯坏了，大小姐脾气很重，加上青春期，每次打电话都会很不耐烦。,3502.2,3509.9
619,mjlc1-10.mp3,../mjlc/8-400.mp3,今天怎么突然变乖了？,3510.71,3512.78
620,mjlc1-10.mp3,../mjlc/8-410.mp3,她回到客厅，,3514.42,3515.44
621,mjlc1-10.mp3,../mjlc/8-430.mp3,听到这话，顾月荣忙支开女儿，,3517.07,3519.8
622,mjlc1-10.mp3,../mjlc/8-450.mp3,等罗敏娇离开后，房门一关。,3521.35,3523.78
623,mjlc1-10.mp3,../mjlc/8-470.mp3,沈玉薇点头，,3525.17,3526.34
624,mjlc1-10.mp3,../mjlc/8-500.mp3,顾老爷子八十多岁了，身体很不好。,3527.9,3530.81
625,mjlc1-10.mp3,../mjlc/8-510.mp3,说句不好听的，哪天两脚一蹬，财产分割可是大事！,3531.57,3536.13
626,mjlc1-10.mp3,../mjlc/8-520.mp3,五房上下这么多人已经够头疼的了，现在又多出来一个养女，还直接住在老宅……,3537.28,3544.81
627,mjlc1-10.mp3,../mjlc/8-530.mp3,这不是添乱嘛！,3545.38,3546.76
628,mjlc1-10.mp3,../mjlc/8-540.mp3,沈玉薇佯装大度，,3548.04,3549.72
629,mjlc1-10.mp3,../mjlc/8-570.mp3,顾月荣上前，压低声音。,3551.61,3553.44
630,mjlc1-10.mp3,../mjlc/8-580.mp3,另一边，罗敏娇来到前厅，眼睛一亮，,3555.02,3558.5
631,mjlc1-10.mp3,../mjlc/8-600.mp3,顾羡余看都没看她，像个望妻石似的盯着门口。,3560.0,3564.35
632,mjlc1-10.mp3,../mjlc/8-620.mp3,顾羡余还是不理她。,3565.87,3567.49
633,mjlc1-10.mp3,../mjlc/8-630.mp3,他是顾家的小少爷，又深受老爷子的宠爱，罗敏娇心里不快，却也只能忍了。,3568.93,3575.77
634,mjlc1-10.mp3,../mjlc/8-640.mp3,没多久，外面传来脚步声。,3576.9,3579.3
635,mjlc1-10.mp3,../mjlc/8-660.mp3,顾好好一进客厅就看到顾羡余冲了过来，后面还跟着一个小姑娘。,3581.13,3587.45
636,mjlc1-10.mp3,../mjlc/8-670.mp3,十四五岁的模样，打扮精致，长得也算漂亮，只是表情不善，看她的眼神更是充满敌意。,3588.54,3597.33
637,mjlc1-10.mp3,../mjlc/8-680.mp3,有意思。,3598.2,3599.37
638,mjlc1-10.mp3,../mjlc/8-700.mp3,顾羡余嚷嚷。,3600.87,3601.92
639,mjlc1-10.mp3,../mjlc/8-710.mp3,顾好好收回视线，乖乖回答，“我迷路啦，是琳琳姐姐好心带我回来的。”,3603.26,3611.08
640,mjlc1-10.mp3,../mjlc/8-720.mp3,目中无人的顾羡余这才看到旁边的长姐，,3612.69,3616.14
641,mjlc1-10.mp3,../mjlc/8-740.mp3,被无视的顾琳琳：“……”,3617.66,3619.7
642,mjlc1-10.mp3,../mjlc/8-760.mp3,罗敏娇来到跟前，,3621.48,3622.89
